FirstName,LastName,BirthDate,Gender,Address,City,State,ZipCode,PhoneNumber,Email,SmokerStatus,Height,Weight,Occupation,AnnualIncome,PolicyNumber,PolicyType,IssueDate,MaturityDate,DeathBenefitAmount,PremiumAmount,PremiumFrequency,CashValue,SurrenderChargePercent,Status,RiskClass,UnderwritingDecision,BeneficiaryFirstName,BeneficiaryLastName,RelationshipToInsured,BeneficiaryType,PercentageShare,BeneficiaryAddress,BeneficiaryCity,BeneficiaryState,BeneficiaryZipCode,BeneficiaryPhone,BeneficiaryEmail,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,ReferenceNumber,DueDate,LateFee,ProcessedBy
Justin,Martin,1985-06-14,M,7333 Hannah Rapids Suite 323,Robertston,HI,73989,(453)626-7699,scottsellers@example.net,N,72.1,197.7,Receptionist,59511.42,LI00737393,Universal,2016-05-23,2076-05-08,330000.0,160.38,Quarterly,1684.36,11.0,Active,Preferred Plus,Rated,Monica,Martin,Spouse,Primary,100.0,7333 Hannah Rapids Suite 323,Robertston,HI,73989,349-976-4236,youngmonica@example.com,2017-08-19,160.38,Cash,Failed,CSH-54856299,2017-08-16,0.0,System
Paula,Wilson,1946-03-20,F,98770 Schneider Key Apt. 530,Joshuaton,AL,23776,2265838789,dana02@example.net,Y,65.3,163.7,Electrician,32193.81,LI26843215,Indexed Universal,2018-05-23,2039-05-18,180000.0,162.0,Monthly,4360.3,13.0,Active,Standard,Approved,Thomas,Wilson,Spouse,Primary,100.0,4110 Greg Cliffs,New Dennis,MT,03757,+1-892-528-9370x9972,eddiegonzalez@example.org,2024-06-16,162.0,Check,Completed,CHK-05288215,2024-06-20,0.0,Auto-Payment
Joseph,Collins,1961-12-30,M,378 Tiffany Creek,South Kellyshire,DC,11740,(640)606-9836x92353,cnelson@example.net,N,75.3,207.2,Nurse,67582.11,LI87850574,Indexed Universal,2017-05-23,2053-05-14,600000.0,3120.0,Semi-annually,12619.46,12.0,Active,Standard,Approved,Lisa,Richardson,Parent,Primary,100.0,975 Melissa Key Suite 005,Taylorport,LA,25778,(890)481-1609,annettenguyen@example.net,2022-10-20,3120.0,Check,Completed,CHK-35360107,2022-10-24,0.0,Auto-Payment
Phillip,Perry,1945-05-22,M,96394 Coleman Summit,West Joshuaborough,CT,35139,+1-597-864-6136x8474,kaiserjessica@example.com,Y,72.4,177.9,Designer,34815.23,LI42944000,Variable,2016-05-23,2036-05-18,350000.0,275.62,Monthly,9230.47,11.0,Active,Standard,Approved,Natalie,Baker,Parent,Primary,86.0,18095 Cook Club Apt. 415,New Susan,IA,41300,+1-640-316-1706,kevin33@example.com,2022-08-16,275.62,Credit Card,Completed,CC-35988318,2022-08-20,0.0,Agent
David,Woodard,1966-10-13,M,420 Luis Club Suite 079,South Maryshire,CT,27424,+1-360-515-7117,kirstendavis@example.net,N,69.4,191.6,Physical Therapist,54907.87,LI03815667,Whole Life,2017-05-23,2058-05-13,580000.0,391.5,Monthly,12025.66,12.0,Active,Standard,Approved,Amanda,Woodard,Spouse,Primary,100.0,420 Luis Club Suite 079,South Maryshire,CT,27424,310.781.6535x985,colleenmoore@example.net,2018-11-14,391.5,Bank Transfer,Completed,ACH-13641443,2018-11-14,0.0,Agent
Rebecca,Collins,1979-01-10,F,002 Goodwin Alley Apt. 869,Solomonfurt,CA,07729,268-231-1395,brooksbrian@example.net,N,62.9,159.9,Civil Engineer,50928.02,LI22327287,Universal,2017-05-23,2071-05-10,590000.0,127.44,Monthly,4235.17,12.0,Active,Preferred,Approved,Collins Family,Trust,Trust,Primary,100.0,44417 Bennett Vista Suite 196,North Jeffrey,IA,77007,(295)501-9761,leahmyers@example.net,2019-02-12,127.44,Check,Completed,CHK-56441798,2019-02-12,0.0,Agent
Christina,Hill,2002-04-29,F,22642 Jensen Park,North Matthew,MA,39364,+1-329-687-8192,qbonilla@example.net,N,65.1,166.3,Financial Analyst,54175.96,LI99701975,Whole Life,2018-05-23,2095-05-04,250000.0,67.5,Monthly,1837.04,13.0,Active,Standard,Approved,Anna,Hill,Sibling,Primary,100.0,2342 Wendy Drive,New Cheryl,MA,54071,784-666-3768x28742,timothysanchez@example.com,2025-04-16,67.5,Check,Completed,CHK-71932275,2025-04-16,0.0,System
Tamara,Hayes,1982-10-14,F,166 Laura Prairie,North Carrieport,OH,68579,(760)773-2644x78937,christopher60@example.net,Y,62.9,141.1,Architect,39613.41,LI55074676,Term,2015-05-24,2035-05-19,350000.0,175.0,Annually,0.0,0.0,Active,Standard,Approved,Brian,Hayes,Child,Primary,11.0,16996 Chase Stream,New Gregory,ND,16218,(651)242-4329x4292,ncarter@example.org,2024-05-21,175.0,Check,Failed,CHK-56304766,2024-05-21,0.0,Agent
Robyn,Sutton,1963-01-23,F,928 Smith Hills,Lynnfurt,MO,76516,001-907-982-6333x73898,latoya53@example.com,N,63.5,152.3,IT Specialist,40467.58,LI79449182,Indexed Universal,2022-05-22,2060-05-12,400000.0,2400.0,Annually,2028.52,17.0,Active,Preferred Plus,Approved,Christopher,Sutton,Spouse,Primary,42.0,928 Smith Hills,Lynnfurt,MO,76516,(483)438-1385,matthewgamble@example.com,2025-05-21,2400.0,Check,Completed,CHK-39215725,2025-05-21,0.0,Auto-Payment
Michael,Howard,1972-08-10,M,4512 Patricia Wall Suite 418,Fitzpatricktown,FL,26940,986.286.0835,chavezsusan@example.com,N,73.3,228.2,Accountant,68755.26,LI29752458,Indexed Universal,2018-05-23,2065-05-11,560000.0,302.4,Monthly,6734.89,13.0,Active,Standard,Rated,Alicia,Howard,Spouse,Primary,100.0,6057 Huang Crossroad,Harrisside,IA,09754,001-212-359-8221x8987,rbenton@example.com,2018-05-18,302.4,Check,Completed,CHK-74311307,2018-05-23,0.0,Customer Service
Joseph,Holland,1950-02-06,M,6174 Tracey Spur Suite 386,Ashleyside,CA,06411,218.366.1794x54918,lwhite@example.com,N,68.3,191.7,Retail Associate,36342.73,LI24517225,Universal,2016-05-23,2041-05-17,330000.0,222.75,Monthly,8751.85,11.0,Active,Standard,Approved,Anthony,Taylor,Parent,Primary,29.0,5278 Brown Rapids Suite 472,Ramirezton,NH,42130,993-491-4603,perezrobert@example.net,2021-10-19,222.75,Bank Transfer,Completed,ACH-46024619,2021-10-24,0.0,Customer Service
Katherine,Spencer,1981-02-02,F,8280 Baker Ramp Suite 954,Bryanshire,AZ,17304,(259)505-6165x565,jimmycollins@example.org,N,67.0,207.5,Dentist,152112.63,LI41501096,Whole Life,2018-05-23,2074-05-09,810000.0,218.7,Monthly,6690.48,13.0,Active,Preferred Plus,Approved,Spencer Family,Trust,Trust,Primary,100.0,0741 Matthew Roads,Perrybury,IA,74355,5363385743,morgan00@example.org,2021-05-07,218.7,Check,Completed,CHK-10538358,2021-05-07,0.0,Customer Service
Kimberly,Guerrero,1989-06-22,F,48839 Roach Mountain,West Karenhaven,ME,34932,214-536-7286x81123,karen81@example.org,N,64.8,167.4,IT Specialist,31579.62,LI22351057,Universal,2016-05-23,2080-05-07,250000.0,81.0,Monthly,2590.71,11.0,Active,Substandard,Approved,Lawrence,Sloan,Parent,Primary,84.0,17821 Timothy Turnpike Apt. 068,Stephaniefurt,LA,23792,+1-973-545-7635,millermonica@example.com,2022-10-19,81.0,Bank Transfer,Completed,ACH-24686784,2022-10-19,0.0,Auto-Payment
Cole,Rodriguez,1983-02-21,M,412 Emily Fall Apt. 970,East Chad,MS,37701,234.481.7058,michele66@example.org,N,64.7,126.2,Administrative Assistant,68120.18,LI35436029,Indexed Universal,2015-05-24,2073-05-09,440000.0,126.72,Monthly,4080.39,10.0,Paid-up,Preferred,Approved,Charles,Rodriguez,Child,Primary,100.0,412 Emily Fall Apt. 970,East Chad,MS,37701,+1-267-568-0940x59647,rogeradams@example.com,2022-08-21,126.72,Check,Completed,CHK-27882996,2022-08-15,10.0,Agent
Thomas,Bradley,1945-07-30,M,65812 Anthony Land Apt. 294,North Marcuschester,IL,06011,(995)459-6363,njackson@example.net,N,66.7,156.4,Nurse,66823.61,LI89861791,Universal,2015-05-24,2035-05-19,590000.0,318.6,Monthly,14630.78,10.0,Active,Preferred,Approved,Jamie,Bradley,Child,Primary,52.0,65812 Anthony Land Apt. 294,North Marcuschester,IL,06011,(747)600-4295,kdodson@example.org,2022-10-14,318.6,Credit Card,Completed,CC-13756954,2022-10-14,0.0,Agent
Taylor,Torres,1963-09-04,F,70185 Monica Mall,Berryshire,NV,44780,(879)822-8777x2519,rachelmorgan@example.org,N,66.5,155.3,Dentist,244404.67,LI31482637,Term,2016-05-23,2026-05-21,2120000.0,715.5,Quarterly,0.0,0.0,Active,Standard,Approved,Amanda,Stevens,Parent,Primary,100.0,479 Jessica Shoal,South Brucestad,WI,51711,576-858-5757x903,uharrell@example.net,2023-01-20,715.5,Bank Transfer,Completed,ACH-82175605,2023-01-17,35.77,System
Drew,Miller,1987-01-22,M,9161 Smith Bridge Apt. 218,South Anneland,SD,38076,534-947-6094,vroberts@example.org,N,65.4,188.7,Attorney,243210.32,LI36097306,Indexed Universal,2022-05-22,2084-05-06,2160000.0,497.66,Monthly,3670.99,17.0,Active,Preferred,Approved,Cole,Miller,Child,Primary,37.0,798 Hernandez Manor,North Steventown,FM,49709,+1-805-733-7019x363,stafforddanielle@example.org,2023-12-13,497.66,Bank Transfer,Pending,ACH-03249249,2023-12-13,0.0,System
Clinton,Coleman,1972-11-26,M,6472 Tiffany Spur Apt. 143,Chaseborough,FL,97303,(770)926-7288,john90@example.com,N,69.9,220.4,Chef,50181.96,LI75505569,Whole Life,2019-05-23,2066-05-11,240000.0,162.0,Monthly,4001.81,14.0,Active,Standard,Approved,Karen,Kim,Parent,Primary,100.0,507 Michael Union,Port Brandon,PA,54949,221.428.1568x387,hgrimes@example.com,2024-05-26,162.0,Credit Card,Completed,CC-46666749,2024-05-26,0.0,Agent
James,Brown,1972-09-19,M,281 Shane Crescent Suite 330,North Dawnbury,NJ,06057,8332228556,travis68@example.org,Y,68.7,181.9,HR Manager,96193.5,LI38491120,Variable,2015-05-24,2062-05-12,830000.0,588.26,Monthly,29567.7,10.0,Active,Substandard,Rated,Patricia,Brown,Spouse,Primary,100.0,82000 Brooke Plain,South Danaside,DC,82534,465-353-0922x221,nhanson@example.com,2020-03-28,588.26,Bank Transfer,Completed,ACH-08184952,2020-03-28,0.0,Customer Service
Cody,Thompson,1944-07-12,M,86766 Brandon Burgs,Espinozaville,AL,72294,643-756-1403,daniellemiller@example.net,N,63.8,152.6,Project Manager,87202.11,LI74910616,Variable,2015-05-24,2034-05-19,1040000.0,819.0,Monthly,55186.39,10.0,Active,Standard,Approved,Tyler,Thompson,Child,Primary,100.0,86766 Brandon Burgs,Espinozaville,AL,72294,+1-456-645-0446,gateskyle@example.net,2024-08-04,819.0,Credit Card,Completed,CC-77499044,2024-08-04,0.0,Auto-Payment
Lindsey,Woods,1979-03-30,F,0454 Daniel Plaza,Erinstad,NM,06447,368-820-9225x70900,sararoach@example.com,N,72.4,226.1,IT Specialist,66891.19,LI37915044,Universal,2017-05-23,2071-05-10,750000.0,162.0,Monthly,4925.77,12.0,Active,Preferred,Approved,Alexander,Woods,Spouse,Primary,100.0,0454 Daniel Plaza,Erinstad,NM,06447,+1-344-936-0488x48618,marcus57@example.com,2021-10-28,162.0,Cash,Completed,CSH-02646303,2021-10-29,0.0,Auto-Payment
Shari,Faulkner,1971-06-01,F,233 Brown Park,Lake Erinhaven,GU,01667,5974140863,kennethrichard@example.com,Y,65.4,193.6,Lawyer,207598.58,LI17275305,Term,2019-05-23,2034-05-19,1440000.0,291.6,Quarterly,0.0,0.0,Active,Standard,Approved,Cassidy,Bradshaw,Parent,Primary,100.0,309 Daniel Tunnel Suite 730,Michaelborough,PW,11290,001-813-943-7574,zgray@example.com,2019-08-21,291.6,Credit Card,Completed,CC-67328835,2019-08-21,0.0,System
Courtney,Erickson,1996-01-04,F,6274 Wang Springs Apt. 160,Tammyshire,NH,05609,001-515-622-1336x89600,vreynolds@example.org,N,59.7,101.5,Graphic Designer,37008.47,LI52260574,Whole Life,2015-05-24,2086-05-06,240000.0,116.64,Quarterly,1799.51,10.0,Active,Preferred Plus,Approved,Matthew,Fisher,Parent,Primary,100.0,690 Castillo Views,Schmidtfort,ID,49461,001-544-763-4285,xparker@example.com,2020-10-24,116.64,Bank Transfer,Completed,ACH-86937591,2020-10-24,0.0,System
Shannon,Smith,1996-05-30,F,8212 Jeffrey Keys,Emilyland,MO,89465,+1-350-458-7146x92182,ashley79@example.org,N,68.8,185.8,HR Manager,101203.84,LI83735978,Indexed Universal,2019-05-23,2090-05-05,450000.0,97.2,Monthly,1957.09,14.0,Active,Standard,Approved,Tasha,Newton,Parent,Primary,18.0,3232 Perry Forges Suite 516,Arnoldborough,TN,65615,472.904.3971x8884,mclaughlinjennifer@example.com,2023-06-01,97.2,Credit Card,Completed,CC-46457173,2023-06-01,0.0,Auto-Payment
Timothy,Rojas,2000-03-15,M,421 Victor Throughway Apt. 136,Lake Phillip,OK,65584,(776)576-8777,kristina61@example.org,N,71.8,222.4,Marketing Specialist,43317.61,LI63870501,Whole Life,2019-05-23,2094-05-04,410000.0,110.7,Monthly,2326.29,14.0,Active,Standard,Approved,Danielle,Rojas,Sibling,Primary,100.0,8830 Ellen Coves,Harmonchester,KY,11434,(468)313-5763x1197,taramiller@example.com,2022-11-03,110.7,Check,Completed,CHK-53343707,2022-11-03,0.0,System
Robert,Bruce,1996-08-10,M,402 Park Inlet,Michaelburgh,VI,19277,001-861-920-1836,eric45@example.net,N,65.5,148.8,Driver,31133.55,LI20056438,Term,2016-05-23,2031-05-20,440000.0,9.5,Monthly,0.0,0.0,Active,Preferred,Approved,James,Bruce,Child,Primary,100.0,402 Park Inlet,Michaelburgh,VI,19277,001-718-398-9878x77677,vincentmarshall@example.org,2020-01-03,9.5,Credit Card,Completed,CC-80620819,2020-01-03,0.0,Customer Service
Michele,Tran,1945-06-11,F,91287 Sawyer Street Suite 999,Mcneilhaven,NY,20817,001-890-545-7927x14724,patrickmichelle@example.net,N,67.0,197.0,Office Manager,50977.38,LI00298274,Term,2023-05-22,2043-05-17,290000.0,290.0,Annually,0.0,0.0,Active,Preferred,Approved,Tran Family,Trust,Trust,Primary,13.0,556 Christian Throughway,Annestad,LA,70793,+1-210-573-2761,cbernard@example.org,2023-05-22,290.0,Bank Transfer,Completed,ACH-69921703,2023-05-22,0.0,System
Nathan,Williams,1957-06-06,M,485 West Stravenue Apt. 617,Millshaven,WY,03368,(894)924-0903,martinkaren@example.com,N,71.0,210.6,Customer Service Representative,40463.38,LI19328177,Term,2018-05-23,2048-05-15,330000.0,89.1,Quarterly,0.0,0.0,Active,Preferred,Approved,Jennifer,Williams,Sibling,Primary,100.0,244 Dunn Lodge,West Meganburgh,MT,14241,(455)342-7933x9970,ellen16@example.net,2021-05-07,89.1,Credit Card,Completed,CC-55660671,2021-05-07,0.0,Agent
Frederick,Brown,1968-10-11,M,2386 George Common Suite 937,East Steven,KS,60737,607-948-2175x946,james67@example.org,Y,68.0,200.6,Customer Service Representative,47527.38,LI36144045,Variable,2019-05-23,2062-05-12,200000.0,94.5,Monthly,3108.94,14.0,Active,Standard,Approved,Brown Family,Trust,Trust,Primary,100.0,9157 Ariel Squares,Gregoryport,OR,23868,(619)311-4299,daniel01@example.org,2023-12-28,94.5,Check,Completed,CHK-69725053,2023-12-28,0.0,Customer Service
Timothy,Rojas,2000-03-15,M,421 Victor Throughway Apt. 136,Lake Phillip,OK,65584,(776)576-8777,kristina61@example.org,N,71.8,222.4,Marketing Specialist,43317.61,LI63870501,Whole Life,2019-05-23,2094-05-04,410000.0,110.7,Monthly,2326.29,14.0,Active,Standard,Approved,Danielle,Rojas,Sibling,Primary,100.0,8830 Ellen Coves,Harmonchester,KY,11434,(468)313-5763x1197,taramiller@example.com,2019-11-19,110.7,Bank Transfer,Completed,ACH-68742241,2019-11-19,0.0,Agent
Danielle,Garrison,1948-08-25,F,6564 Misty Lane Apt. 186,South Karen,MS,29098,499-456-9559,yjennings@example.com,N,65.7,156.6,Designer,42147.18,LI89749918,Whole Life,2016-05-23,2039-05-18,270000.0,455.62,Monthly,15080.51,11.0,Active,Substandard,Approved,Angela,Garrison,Child,Primary,100.0,6564 Misty Lane Apt. 186,South Karen,MS,29098,+1-654-231-2467x400,john81@example.com,2017-08-21,455.62,Check,Completed,CHK-29369893,2017-08-16,22.78,System
Janet,Cook,1948-06-21,F,2717 Chelsey Fall Suite 128,Robinsonville,PW,58379,001-241-201-1947x072,sadams@example.com,N,63.9,187.3,Office Manager,27981.08,LI01721052,Term,2019-05-23,2029-05-20,130000.0,21.94,Monthly,0.0,0.0,Active,Substandard,Approved,Stephen,Cook,Spouse,Primary,69.0,4144 Claudia Green Apt. 670,Lake Michaelton,CA,43545,937-286-2684,douglas16@example.net,2021-04-12,21.94,Credit Card,Completed,CC-99656688,2021-04-12,0.0,Auto-Payment
Olivia,Randolph,1987-10-01,F,4693 Rivera Crossing Apt. 359,Bakerside,NH,52403,+1-305-670-2377,melissashaffer@example.org,N,66.9,182.8,IT Specialist,52825.9,LI68237493,Variable,2015-05-24,2077-05-08,590000.0,148.68,Monthly,5533.82,10.0,Active,Standard,Rated,Anthony,Randolph,Sibling,Primary,100.0,992 Michael Circle Apt. 415,Karenberg,VT,71725,949.242.8352,esmith@example.net,2016-12-14,148.68,Credit Card,Completed,CC-21043794,2016-12-14,0.0,Agent
Cody,Harris,1946-08-03,M,1990 Williams Island,West Alanstad,WV,37516,(483)256-5215x6818,cwoods@example.com,N,68.5,193.6,Retail Associate,46836.12,LI02370646,Indexed Universal,2016-05-23,2037-05-18,440000.0,316.8,Monthly,10223.07,11.0,Active,Preferred,Approved,Jose,Harris,Child,Primary,84.0,09251 Christine Avenue,New Haley,AZ,08892,001-414-574-7299x0555,sgordon@example.net,2019-08-06,316.8,Check,Completed,CHK-02109982,2019-08-06,0.0,Auto-Payment
Joel,Tyler,1987-08-03,M,33053 Cheryl Stream Suite 969,Amberfort,OH,02148,255-357-2773x82646,whoffman@example.org,N,67.3,191.9,Engineer,122647.48,LI34715230,Indexed Universal,2018-05-23,2080-05-07,1030000.0,237.31,Monthly,6549.63,13.0,Active,Preferred,Approved,Amanda,Tyler,Spouse,Primary,100.0,33053 Cheryl Stream Suite 969,Amberfort,OH,02148,401.880.5893x5967,michaelsavage@example.org,2019-05-24,237.31,Cash,Completed,CSH-82423488,2019-05-18,11.87,Agent
Robert,Rivera,1967-03-01,M,924 Morrison Square Apt. 752,Novakport,WA,91590,+1-479-235-6465x1939,nhahn@example.com,Y,69.4,177.7,Firefighter,58119.5,LI56251215,Indexed Universal,2018-05-23,2060-05-12,260000.0,631.8,Quarterly,5367.74,13.0,Active,Substandard,Approved,Melissa,Rivera,Child,Primary,100.0,9829 Anthony Island,Woodsfort,TN,79251,+1-583-667-6074x1059,stewartkelsey@example.org,2018-08-21,631.8,Bank Transfer,Completed,ACH-75692239,2018-08-21,0.0,System
Katherine,Vasquez,2002-09-15,F,030 Jenkins Mission Apt. 941,West Renee,UT,50568,7515648389,shanehansen@example.org,N,68.0,214.2,Lawyer,140131.92,LI75758892,Whole Life,2017-05-23,2094-05-04,1050000.0,425.25,Monthly,16794.39,12.0,Active,Substandard,Approved,Adam,Washington,Parent,Primary,100.0,24320 Rice Roads Apt. 079,Lake Joseberg,MS,89168,(713)267-6348x52852,heatherdavis@example.org,2018-02-22,425.25,Check,Completed,CHK-79472060,2018-02-17,21.26,Auto-Payment
Robert,Allen,1949-09-27,M,876 Nathaniel Stravenue Suite 576,Victormouth,MO,77417,001-845-835-3659x746,jordanrebecca@example.org,N,69.6,211.4,Manager,27866.66,LI46812215,Indexed Universal,2017-05-23,2041-05-17,240000.0,216.0,Monthly,6093.4,12.0,Active,Standard,Approved,Timothy,Jones,Parent,Primary,38.0,130 Harris Haven Suite 396,Lake Lisatown,LA,67994,9887057498,kimberly02@example.com,2025-03-12,216.0,Credit Card,Completed,CC-46730332,2025-03-12,0.0,Auto-Payment
Kimberly,Guerrero,1989-06-22,F,48839 Roach Mountain,West Karenhaven,ME,34932,214-536-7286x81123,karen81@example.org,N,64.8,167.4,IT Specialist,31579.62,LI22351057,Universal,2016-05-23,2080-05-07,250000.0,81.0,Monthly,2590.71,11.0,Active,Substandard,Approved,Lawrence,Sloan,Parent,Primary,84.0,17821 Timothy Turnpike Apt. 068,Stephaniefurt,LA,23792,+1-973-545-7635,millermonica@example.com,2021-09-24,81.0,Credit Card,Completed,CC-01945632,2021-09-24,0.0,Auto-Payment
Katie,Sweeney,1979-01-02,F,031 Dodson Forges Suite 137,New Danielle,AL,06429,(431)440-3526x3560,christyscott@example.com,N,60.1,131.0,Teacher,86744.29,LI09556349,Universal,2018-05-23,2072-05-09,1030000.0,166.86,Monthly,4197.81,13.0,Active,Preferred Plus,Approved,Robert,Sweeney,Child,Primary,100.0,031 Dodson Forges Suite 137,New Danielle,AL,06429,001-403-553-3635x9217,alex51@example.com,2022-02-28,166.86,Credit Card,Completed,CC-66444711,2022-03-03,0.0,Auto-Payment
Zachary,Blankenship,1988-08-13,M,41541 Beck Run Apt. 064,South Diana,VT,12976,2372129387,lisa62@example.com,Y,73.5,200.5,Computer Programmer,28039.3,LI48219240,Universal,2022-05-22,2085-05-06,190000.0,41.04,Monthly,344.06,17.0,Active,Standard,Approved,Blankenship Family,Trust,Trust,Primary,100.0,7155 Byrd Common Suite 689,Tinashire,IA,55626,001-336-546-0595x5161,brendaperry@example.org,2022-06-26,41.04,Credit Card,Completed,CC-98145846,2022-06-21,10.0,Agent
Paul,Hartman,1963-03-12,M,235 Ortiz Radial Suite 100,Lake Kendra,AK,60406,001-862-805-4596x71500,fhenderson@example.org,N,69.7,179.8,HR Manager,89742.66,LI90128172,Universal,2019-05-23,2057-05-13,650000.0,438.75,Monthly,10509.08,14.0,Active,Standard,Approved,Hartman Family,Trust,Trust,Primary,89.0,58187 Martin Haven,West Sandrafurt,CO,04134,306-519-5816,audreyweaver@example.com,2019-07-21,438.75,Check,Completed,CHK-88540508,2019-07-22,0.0,Auto-Payment
Kyle,Dodson,1974-01-16,M,45059 Samantha Crossroad Suite 731,Port Jason,WY,30536,001-588-880-4851x42025,michael28@example.org,N,72.1,191.2,Office Manager,30078.2,LI41721865,Whole Life,2020-05-22,2069-05-10,180000.0,72.9,Monthly,1159.3,15.0,Active,Preferred Plus,Rated,Michael,Dodson,Child,Primary,100.0,901 Fletcher Fork,Judithberg,NH,23177,(308)795-8090,fordjustin@example.net,2021-12-13,72.9,Bank Transfer,Completed,ACH-54547106,2021-12-13,0.0,System
Veronica,Flores,1969-03-23,F,993 Randall Plain,Stewartport,MP,29193,972.594.2095x4814,ycarter@example.org,N,64.9,172.2,Retail Associate,31234.43,LI24906941,Whole Life,2018-05-23,2062-05-12,250000.0,253.12,Monthly,5992.03,13.0,Active,Substandard,Rated,Jonathan,Taylor,Parent,Primary,24.0,20382 Briana View,North Migueltown,WI,87856,001-559-254-7616x80680,jessica00@example.com,2020-10-09,253.12,Cash,Completed,CSH-79518984,2020-10-09,0.0,Auto-Payment
Wesley,Rivera,1967-05-15,M,8939 Stafford Mount Apt. 411,Woodsside,ND,09564,(296)646-7386x569,zachary46@example.com,N,68.3,145.5,Lawyer,234374.79,LI75390965,Whole Life,2021-05-22,2063-05-12,1190000.0,642.6,Monthly,8925.58,16.0,Active,Preferred,Approved,Rivera Family,Trust,Trust,Primary,74.0,34993 Ball Loop Suite 191,East Shelby,AL,44153,653.474.8580x48276,dianarussell@example.org,2024-09-03,642.6,Cash,Completed,CSH-74509976,2024-09-03,0.0,System
Dana,Robles,1948-07-02,F,9685 Silva Plains,East Terrance,PA,45445,550-589-2038x8065,kristenpeterson@example.net,N,64.3,176.3,Teacher,52542.9,LI10714897,Indexed Universal,2018-05-23,2041-05-17,450000.0,607.5,Monthly,11028.1,13.0,Active,Substandard,Approved,Nancy,Robles,Sibling,Primary,100.0,3126 Mitchell Square,Evansberg,PW,82842,+1-745-795-8769,bowmanrobert@example.org,2024-11-17,607.5,Bank Transfer,Completed,ACH-64132430,2024-11-17,0.0,Auto-Payment
Linda,Clark,1950-03-07,F,033 Heather Garden,Davisfurt,FL,71843,335.268.9058,pottsmichael@example.org,N,66.3,198.7,Financial Analyst,44273.13,LI60980135,Universal,2019-05-23,2044-05-16,270000.0,182.25,Monthly,3570.22,14.0,Active,Standard,Approved,Ryan,Clark,Sibling,Primary,64.0,880 Vicki Shores Apt. 539,West Natalieborough,HI,14930,(996)336-0402x451,ashley52@example.net,2019-12-22,182.25,Check,Completed,CHK-61676610,2019-12-19,10.0,System
