FirstName,LastName,BirthDate,Gender,Address,City,State,ZipCode,CreditScore,MaritalStatus,DriverLicenseNumber,Make,Model,Year,VIN,Color,VehicleType,EstimatedValue,AnnualMileage,PolicyNumber,EffectiveDate,ExpirationDate,PremiumAmount,CoverageType,Deductible,LiabilityLimit,ComprehensiveCoverage,CollisionCoverage,UninsuredMotoristCoverage,ClaimNumber,DateOfIncident,DateReported,IncidentDescription,IncidentLocation,ClaimAmount,SettlementAmount,ClaimStatus,FaultFlag
Caitlyn,Walker,2000-12-15,F,76388 Daniel Stravenue,Alexaville,DC,36127,530,M,DC14165146,Dodge,Grand Caravan,2008,6Y39M3JGW8P3T53XR,Brown,Sports Car,2373,13128,P123716755,2024-05-21,2025-05-21,95.68,Basic,2000,25000,0,1,0,,,,,,,,,
Amber,Jones,1994-01-17,F,84907 Amanda Plaza Suite 136,Gregoryborough,KY,02363,695,W,KY17492092,Acura,TLX,2012,VI1V0I8GPW3O4DP63,Orange,Truck,8463,6703,P883593199,2022-05-22,2024-05-21,223.42,Basic,500,250000,0,1,1,,,,,,,,,
Destiny,Holden,1963-09-23,F,8681 Diana Knoll,Stephenberg,NY,36983,308,S,NY94852580,Mercedes,E-Class,2012,TPBQNLE7H97X1RZ6Z,Brown,SUV,10423,6697,P208911116,2024-05-21,2026-05-21,536.58,Premium,500,1000000,1,0,0,,,,,,,,,
Aimee,Cooper,1947-08-04,F,271 Patrick Street Apt. 155,Derrickberg,VI,84593,800,D,VI12529222,Dodge,Ram 1500,2023,VU69QAZ6FP9XAQS3T,Green,Truck,12880,7917,P238714684,2022-05-22,2023-05-22,448.84,Custom,2000,500000,1,1,0,,,,,,,,,
Heather,Solis,1943-02-03,F,1884 Kristen Summit,Harrisshire,AZ,08349,601,W,AZ10612107,Lexus,LS,2015,H4Q42L15FV8ZC6PUC,White,Luxury,35666,17380,P724025644,2023-05-22,2025-05-21,1725.66,Basic,1000,250000,1,0,1,,,,,,,,,
William,Jones,2004-09-19,M,06462 Page Throughway Apt. 326,Angelaton,OR,40083,715,M,OR63690236,Honda,Civic,2019,6FBF4FKKHYB0R3X9D,Yellow,Luxury,34645,8942,P813380069,2024-05-21,2027-05-21,2400.9,Custom,2000,500000,0,1,1,C52650375,2024-09-23,2024-10-17,Vehicle hit while parked,"41447 Pena Street, Lake Michelle, WA",3325.59,,Open,0.0
Christine,Bush,1960-12-16,F,441 Huang Locks Suite 240,Stephanieland,NJ,45899,416,M,NJ55333315,Hyundai,Sonata,2006,0HHEQXIEE6HW5KYFC,Black,Truck,2162,17389,P746717847,2023-05-22,2024-05-21,111.3,Premium,250,1000000,0,1,1,,,,,,,,,
Marcus,Williams,1999-08-22,M,9718 Johnathan Court Suite 625,Lake Kathleen,IL,90629,352,D,IL09775041,Chevrolet,Silverado,2014,2IBJVSLRDMZVXY16Z,Brown,Truck,8605,20777,P986302375,2023-05-22,2024-05-21,340.76,Standard,1000,250000,0,1,0,,,,,,,,,
Shannon,Glenn,1955-05-23,F,566 Graham Forest Apt. 723,Bridgesstad,NE,55188,732,S,NE55976858,Volkswagen,Golf,2006,UKSVZOOTSTPHAFARC,Yellow,Van,2195,18079,P025666422,2024-05-21,2027-05-21,86.92,Custom,500,1000000,1,1,0,C09495452,2024-05-27,2024-05-30,Hail damage,"61337 Kline Junctions, East Bradley, KS",1688.05,1602.47,Closed,1.0
Tom,Ramirez,1948-06-07,M,338 Aaron Key,Markside,KY,35109,529,S,KY82483547,Lexus,NX,2013,DVFD9JRM43GMEFG9O,Silver,Sedan,3529,12101,P877477791,2024-05-21,2027-05-21,198.19,Premium,2000,1000000,0,0,1,C17710786,2025-03-17,2025-03-27,Single-vehicle accident due to weather,"9836 Martha Turnpike, Tinaview, ND",233.48,,Under Investigation,1.0
Jesus,Macdonald,1963-10-14,M,3470 Ellis Roads Suite 238,Joystad,GU,23052,465,S,GU15158112,Mazda,CX-3,2011,5YRWYIO7RWF2L0OQZ,Brown,Convertible,8588,14771,P014348939,2022-05-22,2025-05-21,309.17,Standard,250,500000,0,1,0,,,,,,,,,
Paul,Pierce,1988-10-20,M,859 Walton Pine Suite 287,Port Benjamin,MO,10123,576,M,MO27190368,Subaru,Legacy,2021,K2J2R24G4ZRRP52I7,Black,Luxury,11970,21524,P547835231,2022-05-22,2023-05-22,482.63,Basic,1000,25000,1,0,1,C19952367,2023-02-15,2023-03-01,Fire damage,"716 Morrison Summit Suite 166, East Javierport, AR",7280.56,,Under Investigation,0.0
Debra,Sanders,1964-10-08,F,334 Desiree Walks Apt. 166,Tranton,MO,83960,784,D,MO02783338,Chevrolet,Silverado,2024,FNHP39LQT9NGQ6TLV,Blue,Truck,18302,23966,P640228316,2023-05-22,2025-05-21,483.17,Standard,500,1000000,1,1,0,,,,,,,,,
Latoya,Jackson,2006-04-27,F,693 Robert Mountain,Port Joanna,WA,64291,578,M,WA45504553,Nissan,Murano,2011,T4XS3DF78QN8PACC1,Green,Convertible,7216,9255,P486069890,2022-05-22,2023-05-22,506.56,Premium,500,1000000,0,1,1,,,,,,,,,
Brittany,Hart,1960-01-22,F,86999 Kimberly Light,Kerrport,CO,77640,519,S,CO02235126,Subaru,Outback,2011,RUWBN6EK6X6LGOI7O,Gray,Truck,5142,24619,P139892686,2024-05-21,2027-05-21,203.62,Standard,2000,250000,0,0,1,,,,,,,,,
Nancy,Roberts,1999-05-03,F,4692 Wright River Suite 762,South Hollyton,PW,31918,477,W,PW82733335,Dodge,Durango,2023,097NFUD1AHIIA7BW2,Yellow,Luxury,22684,17606,P605325412,2024-05-21,2027-05-21,1143.27,Standard,250,1000000,1,1,0,,,,,,,,,
Rhonda,Coleman,1957-02-14,F,7350 West Forges,New Jamie,PW,82458,800,W,PW06604964,Buick,Enclave,2024,LZYEATXF6E4NCBJM2,Green,Truck,28466,13869,P698227535,2023-05-22,2025-05-21,1172.34,Premium,2000,500000,0,0,1,,,,,,,,,
Julie,Armstrong,1978-01-21,F,67320 Marsh Harbor Apt. 384,Ashleyton,WI,81182,817,S,WI71075277,Tesla,Roadster,2012,0NHJE1E3DYYWZL0OZ,Blue,Sports Car,12093,15795,P227004543,2022-05-22,2023-05-22,446.96,Custom,250,100000,0,1,1,,,,,,,,,
Jennifer,Mathews,1963-07-09,F,64316 Smith Harbor Suite 023,New Albert,MN,68477,402,W,MN46049998,Jeep,Renegade,2013,HIF806QXN6I8BLIEN,Green,Wagon,16625,23353,P113261920,2022-05-22,2025-05-21,598.5,Standard,2000,50000,0,0,1,,,,,,,,,
Vanessa,George,1986-06-08,F,249 Mathis Ridge Apt. 145,Garretthaven,KS,60516,315,M,KS17200774,Mazda,CX-9,2014,LCUKCEHCBAGW8VBOU,Beige,Sports Car,8221,15174,P059136517,2023-05-22,2024-05-21,455.77,Custom,1000,1000000,0,1,0,,,,,,,,,
Pamela,Young,1985-07-17,F,9067 Campbell Corner Suite 392,East Juan,MP,15576,846,D,MP32769149,Mercedes,GLA,2005,H5YWL94MOPA94D8XE,Brown,SUV,2000,12226,P124900361,2024-05-21,2027-05-21,42.24,Basic,2000,50000,0,0,1,,,,,,,,,
Matthew,Bray,1961-04-16,M,14415 Donna Street Apt. 117,East Alexanderborough,WI,61862,769,S,WI44122693,Acura,NSX,2016,YX2OWIL4LTW963ZS7,Silver,Hatchback,17555,11711,P505275522,2024-05-21,2025-05-21,337.06,Basic,250,500000,0,0,0,C42743520,2024-12-24,2025-01-19,Hail damage,"18706 Sherry Port, East Zachary, NY",10047.27,,Open,0.0
Kevin,Gonzalez,1994-09-12,M,0740 Miranda Mount Suite 095,Ronaldport,RI,03585,475,S,RI90343963,Toyota,Highlander,2009,2PNKDWE3LSPD798UI,Gold,Coupe,9662,9450,P714195425,2023-05-22,2026-05-21,278.27,Basic,250,100000,0,0,0,,,,,,,,,
Thomas,Arias,1951-03-04,M,4225 Harvey Way,Stephaniefort,OH,18396,809,S,OH89711948,Acura,RLX,2016,XDHJ5SC36U9CYRVEO,Gray,Truck,9865,8786,P896938358,2023-05-22,2026-05-21,250.02,Basic,500,50000,1,1,1,,,,,,,,,
Kimberly,Chambers,1995-12-24,F,1817 Robinson Haven,Jamestown,CA,81686,497,D,CA52983840,Chrysler,Sebring,2012,UK18C7J0ZNRUHMEZV,Beige,Sports Car,20414,20288,P738544351,2023-05-22,2024-05-21,1028.87,Standard,2000,250000,0,1,1,,,,,,,,,
Jasmine,Sanders,1961-07-29,F,709 Rodriguez Drive Apt. 999,North Annaville,PR,37999,496,D,PR08689101,Buick,Encore,2007,TN7SU62J8LBDSG1FB,Brown,Sports Car,2851,14651,P649304016,2024-05-21,2025-05-21,186.8,Premium,250,100000,1,0,0,,,,,,,,,
Darren,Tucker,1988-08-19,M,2705 Carl Islands Suite 942,New Sherry,NM,28865,551,W,NM13346473,Ford,Edge,2022,IS15425WJ0Y17VZ2Q,Orange,Convertible,36263,8025,P132305449,2024-05-21,2026-05-21,1436.01,Custom,1000,100000,1,0,0,C49058967,2025-04-30,2025-05-11,Theft of vehicle,"9032 May Knoll, Codyberg, NJ",17266.72,,Open,0.0
Ryan,Marsh,2007-05-13,M,55830 Hannah Glens Apt. 448,Katieville,MT,90394,748,M,MT17981945,Audi,Q7,2023,JZ80ND3Y9QB0E7CXS,Green,Luxury,53774,18037,P544692062,2023-05-22,2025-05-21,4404.09,Premium,500,50000,0,0,1,,,,,,,,,
Cameron,Dawson,1948-03-09,M,377 Julie Points,Sandraville,VT,79353,326,D,VT11762522,Honda,Odyssey,2019,6LRLWP47LZ0O158J8,Yellow,Van,12492,5360,P254624490,2024-05-21,2025-05-21,593.62,Custom,2000,1000000,1,1,0,,,,,,,,,
Sydney,Shaw,1940-04-07,F,47604 Garrett Ports Apt. 797,Thompsonside,PA,14117,528,M,PA64147020,Ford,F-150,2015,ALLSSFK7QIRJQR0U0,Green,Truck,3931,19729,P935760420,2024-05-21,2027-05-21,205.48,Custom,2000,100000,1,1,0,,,,,,,,,
Luis,Wilkerson,1997-05-29,M,40476 Colton Land,Lake James,AK,55966,784,D,AK91230172,Toyota,Camry,2019,6TGKNQDW7RBPED02G,White,Van,17234,24208,P170639959,2022-05-22,2025-05-21,413.62,Standard,2000,250000,0,0,0,,,,,,,,,
Mark,Wilkinson,2003-06-04,M,8515 Carroll Square Apt. 971,North Ianland,AL,24835,681,M,AL81683243,Nissan,Rogue,2011,TJ98KSFQE50C7WXGJ,Gray,Luxury,18635,20541,P651537405,2022-05-22,2023-05-22,1174.0,Standard,1000,25000,1,0,1,C14639684,2022-06-26,2022-07-17,Vehicle hit while parked,"402 Taylor Pines Suite 817, Haleyberg, NH",9406.46,7437.69,Closed,0.0
Carlos,Johnson,2006-06-24,M,993 Jerry Burg Suite 172,Josephstad,RI,24615,314,D,RI14444057,Buick,Envision,2017,DBRHGR8CP11GBZ30V,Brown,SUV,31476,11497,P251617125,2022-05-22,2025-05-21,2056.64,Custom,250,250000,1,1,1,C62890005,2022-07-04,2022-07-29,Rear-end collision at intersection,"473 Debra Wall Suite 639, Carrollstad, MI",21438.45,,Open,0.0
Alexandra,Morgan,1981-11-14,F,6333 Reilly Knoll Apt. 208,Kathrynburgh,VA,50737,405,D,VA49921879,Jeep,Compass,2006,UWYTJPCFV7HS1TLQ4,Silver,Sports Car,2874,21539,P153539694,2022-05-22,2023-05-22,159.33,Custom,1000,50000,1,1,0,,,,,,,,,
Vanessa,Smith,1996-11-17,F,093 Rodriguez Parkways Suite 181,East Mark,PR,49175,678,W,PR07800844,Tesla,Model 3,2019,UOEY6DRHY1HNXIYYV,Brown,Van,34419,24578,P679640139,2023-05-22,2025-05-21,1135.83,Custom,500,50000,1,1,1,,,,,,,,,
Jennifer,Henry,1980-06-05,F,562 Wood Landing,West Michaelport,PA,58903,833,D,PA94020039,Acura,TSX,2021,FFOFQ1RUCL37PR5A5,Brown,Van,4338,9968,P799996683,2022-05-22,2024-05-21,104.11,Standard,500,500000,0,1,1,C82418333,2022-11-28,2022-12-05,Multi-vehicle collision on highway,"07169 Becker Avenue, Scottland, FM",2458.92,,Under Investigation,1.0
Danielle,Crawford,1982-02-22,F,01702 Jacobs Islands,West Christy,DC,13127,503,M,DC23583436,Mazda,Mazda3,2006,SRTTYMMCWPBV6CIDR,Blue,Coupe,2000,16713,P459428693,2024-05-21,2025-05-21,72.0,Standard,2000,1000000,0,1,0,,,,,,,,,
Kayla,Lee,2001-07-11,F,3273 Anderson Circles Apt. 397,Sanchezmouth,GA,32205,353,S,GA68867833,Mazda,CX-30,2016,Z0SFHZ92N7VG37UKF,Green,Wagon,3856,18600,P429154109,2023-05-22,2026-05-21,208.22,Standard,1000,100000,1,0,0,,,,,,,,,
Toni,Smith,1991-06-21,F,7780 Young Radial,Chavezmouth,KS,10908,808,M,KS11252720,Chrysler,Voyager,2022,BFOGEVOKQY9FLVQAR,Red,Coupe,24491,14126,P392157751,2022-05-22,2024-05-21,470.23,Basic,500,500000,0,0,1,,,,,,,,,
Ashley,Duran,1958-07-30,F,40868 Sandra Wall,New Elizabethberg,HI,20178,786,D,HI56931391,Mazda,CX-30,2012,IZE1DKHO9C90WXLL5,Gold,Luxury,19365,6299,P804521035,2024-05-21,2026-05-21,1015.04,Premium,250,500000,1,1,0,,,,,,,,,
Meredith,Scott,1964-04-24,F,37170 Grant Mall,Lauraton,IN,81363,610,D,IN83279808,Jeep,Liberty,2006,PY2VG9353R4DTAD4W,Red,Luxury,2000,10650,P080054567,2024-05-21,2027-05-21,131.04,Premium,500,50000,0,1,1,,,,,,,,,
Tyler,Guzman,1954-01-31,M,2961 Green Run Apt. 671,Ericaberg,OR,70743,452,S,OR58277235,Mazda,CX-3,2019,7AZ2B0FMKOV2Y9269,White,Sedan,16949,8416,P529534113,2023-05-22,2026-05-21,732.2,Standard,500,25000,1,1,0,C00891599,2024-12-19,2024-12-24,Fire damage,"189 Alvarado Highway, Georgeport, MS",6676.97,,Under Investigation,1.0
Yvonne,Greene,1989-03-16,F,9329 Cohen Land,Lake Carolynfurt,MT,72860,335,M,MT17160241,Lexus,NX,2009,K4KTCM2VSS666CEVP,White,SUV,5418,23820,P053988817,2022-05-22,2025-05-21,171.64,Basic,500,500000,1,1,1,,,,,,,,,
Jade,Jones,1951-02-11,F,83512 Berry Mill Apt. 827,New Benjaminside,ID,16266,827,S,ID54894574,Toyota,RAV4,2006,GY2TWSCW63TFMS12W,Silver,Sedan,2000,5697,P913529604,2022-05-22,2023-05-22,63.36,Custom,500,250000,1,1,0,,,,,,,,,
Lisa,Mitchell,1942-11-06,F,7680 Yolanda Drives,Riveramouth,AS,96373,412,M,AS12138618,Ford,Edge,2011,MWPMIB2I98NKHDLSZ,White,Sedan,12364,14779,P410181413,2022-05-22,2025-05-21,427.3,Basic,250,250000,1,0,0,,,,,,,,,
Richard,Chapman,1988-04-28,M,1770 Valencia Parks Apt. 682,West Kathyfurt,SC,71361,320,S,SC51269636,Mercedes,C-Class,2013,SMCOUEZ7RYC2TE8EC,Orange,Luxury,20081,10707,P968344265,2024-05-21,2026-05-21,809.67,Basic,2000,25000,1,0,1,,,,,,,,,
Vanessa,Davis,1950-11-25,F,312 Jensen Mountains Apt. 074,Collinsmouth,IL,20242,499,D,IL37822440,Dodge,Ram 1500,2018,XRQLOTEFX8XIJPHGK,Brown,Hatchback,18316,18536,P650101293,2023-05-22,2024-05-21,633.0,Basic,250,1000000,0,0,1,,,,,,,,,
Cathy,Mcclure,1964-07-09,F,47743 Elliott Drive Apt. 158,Arellanoshire,HI,30321,360,S,HI96417174,Mazda,MX-5 Miata,2023,MBNBOR7AAU76TCNPJ,Red,Van,32751,21415,P504281830,2022-05-22,2024-05-21,943.23,Basic,2000,100000,0,0,0,,,,,,,,,
Jacqueline,Monroe,1942-06-06,F,394 Becker Station,Jamieview,FL,54136,332,M,FL08712143,Buick,Encore,2020,TD2FQQI5EQZPPW624,Green,Luxury,52409,14597,P948641227,2022-05-22,2024-05-21,3486.67,Custom,250,250000,0,1,0,,,,,,,,,
Lindsay,Garza,1993-05-22,F,113 Carpenter Station,Ochoaton,SD,46022,633,S,SD60539721,Nissan,Sentra,2011,N97NFNT06RLA810XG,Red,Van,14327,24509,P709361760,2023-05-22,2026-05-21,515.77,Standard,250,25000,0,0,0,,,,,,,,,
Nicholas,Frost,1983-12-25,M,52229 Joyce Extension,Lake Ronaldmouth,OR,86647,406,S,OR89964487,Nissan,Altima,2005,4O8NM292MG1807Y9T,Black,Sports Car,2000,22678,P850405614,2022-05-22,2023-05-22,80.64,Basic,250,250000,1,1,1,,,,,,,,,
Anthony,Hurst,2004-05-07,M,1379 Allison Bridge Suite 526,Diazburgh,IA,62237,638,W,IA17209221,Volkswagen,Passat,2022,ULND7U4XXGX57ZKVN,Black,Van,19001,19067,P062972814,2022-05-22,2025-05-21,1333.87,Premium,500,250000,1,1,1,,,,,,,,,
Mary,Murphy,2005-08-29,F,56529 Julie Union Suite 032,East Cynthiabury,NH,21719,673,M,NH95005893,Hyundai,Elantra,2019,3JSU4VYLCGAUAI0JP,Orange,Hatchback,19737,21234,P511957049,2022-05-22,2025-05-21,888.16,Standard,2000,100000,1,1,0,,,,,,,,,
Roger,Weaver,1945-12-15,M,00413 Maria Springs,North Jonville,GU,55802,624,S,GU06639977,Lexus,LS,2021,YS5FVL5NTJL7P1YVF,Gold,SUV,11145,24976,P647520240,2024-05-21,2025-05-21,582.57,Custom,500,25000,0,1,1,C44081074,2024-08-10,2024-08-19,Windshield damage from debris,"8839 Roach Mountain, West Karenhaven, ME",5454.44,,Under Investigation,0.0
Kevin,Barton,1957-08-28,M,984 Stephanie Crossroad Apt. 509,Lake Meagan,IA,57274,426,W,IA57020660,Tesla,Cybertruck,2010,BGIPDZXAQ9F3LEFX5,Green,Truck,2639,23423,P355345779,2024-05-21,2027-05-21,125.41,Standard,2000,250000,0,1,0,,,,,,,,,
Patricia,Thomas,1998-09-16,F,07681 Larry Cape,West Steventon,CT,14014,809,S,CT42484841,Honda,Accord,2020,JY5R1SPPN74PF4IO2,Red,Convertible,34926,18223,P811647005,2022-05-22,2025-05-21,922.05,Custom,1000,1000000,0,1,1,C14259299,2025-02-13,2025-03-15,Fire damage,"884 Aguilar Mill Apt. 857, Cynthiashire, MI",2065.22,,Open,0.0
Joshua,White,1963-09-02,M,5409 Michael Camp,Wrightland,MT,70622,836,S,MT06410922,Acura,ILX,2012,BUBU37MYF01NWQ1FT,Brown,Sports Car,11724,22390,P118920573,2022-05-22,2025-05-21,315.14,Basic,500,50000,0,0,1,,,,,,,,,
Tiffany,Murray,1987-08-03,F,1672 Allen Shoals Apt. 661,Ewingfort,IL,76816,790,W,IL53856039,Toyota,Camry,2006,FLXV5CIX39ELLHLRS,Yellow,Hatchback,2070,10968,P609294699,2024-05-21,2027-05-21,49.68,Standard,500,500000,1,0,1,,,,,,,,,
Heather,Williams,1984-10-01,F,65024 Randy Gardens,North Biancafort,IL,90731,786,M,IL84720359,Tesla,Model 3,2012,DN0EP8RF4WON6FAWE,Beige,Van,2356,5147,P135855816,2022-05-22,2024-05-21,62.2,Custom,1000,25000,1,0,0,,,,,,,,,
Lauren,Hill,1977-12-31,F,0679 Thomas Loaf,Davidburgh,MT,16611,522,S,MT91005181,Nissan,Pathfinder,2025,R9DCASW22FIWK51GL,Green,Wagon,46711,5767,P744545260,2024-05-21,2026-05-21,1345.28,Basic,250,500000,1,1,1,,,,,,,,,
Carlos,Johnson,2006-06-24,M,993 Jerry Burg Suite 172,Josephstad,RI,24615,314,D,RI14444057,Jeep,Renegade,2008,WJ6O6U9179B9NT5DX,Gold,Van,6922,5091,P617476900,2022-05-22,2025-05-21,299.03,Basic,250,25000,1,1,0,,,,,,,,,
John,Mcguire,1945-09-18,M,3495 Tran Key,Barajasside,LA,43858,709,M,LA96748573,Toyota,Tacoma,2006,9CNG8TANA6U48GWGH,Beige,Convertible,2000,10068,P880818686,2022-05-22,2025-05-21,57.6,Basic,500,50000,0,1,1,,,,,,,,,
Latasha,Aguirre,2004-08-14,F,53364 Taylor Street,Nataliemouth,NE,58874,459,D,NE44651009,Acura,MDX,2021,LTDSEKCEHQO672TH1,Gray,Truck,32473,7584,P152737552,2024-05-21,2027-05-21,1928.9,Standard,2000,25000,1,0,0,,,,,,,,,
Ruben,Stone,1962-03-29,M,579 Ellis Port Apt. 424,South Nathan,MT,38268,307,S,MT27905520,Mercedes,E-Class,2017,315H9H4YN8S7YVR0D,Blue,Sedan,17988,5285,P054956336,2022-05-22,2023-05-22,712.32,Custom,500,50000,1,0,1,,,,,,,,,
Felicia,Foster,1978-02-05,F,35577 Debbie Orchard,Lake Steven,RI,70882,721,W,RI76887844,Chrysler,300,2015,IFO28N4XJP7WZITMF,Black,Truck,12370,10975,P369875231,2024-05-21,2025-05-21,326.57,Basic,1000,50000,0,1,0,,,,,,,,,
Shaun,Wilson,1986-08-24,M,81876 Brian Falls,Port David,DC,07153,315,M,DC25278759,Buick,Enclave,2021,XQ33Z0XQ01JWY0TN1,Gray,Wagon,35067,5697,P470190865,2024-05-21,2027-05-21,1388.65,Custom,500,500000,0,1,0,C66278075,2024-12-08,2024-12-09,Collision with guard rail,"40301 Christina Lodge, Elliottmouth, MN",21326.29,,Under Investigation,1.0
James,Hernandez,2006-12-13,M,541 Morrison Union,Smithshire,WY,55254,691,D,WY72206895,Toyota,Prius,2023,HA6ELOUQX0MUL27BM,White,Luxury,20299,21455,P076545943,2024-05-21,2025-05-21,1662.49,Premium,1000,25000,0,0,0,,,,,,,,,
Ronnie,Davies,2006-07-25,M,71783 Jason Terrace Apt. 160,West Raven,VI,37248,849,M,VI37426598,Kia,Sorento,2014,WQV66N0TGIYI04CVU,Silver,Hatchback,21383,24968,P072068126,2024-05-21,2025-05-21,769.79,Standard,1000,50000,0,0,0,,,,,,,,,
Taylor,Hernandez,2003-10-06,M,06724 Gonzalez Parks,Mooreside,HI,36895,392,D,HI37740592,Chevrolet,Impala,2006,Y61FIVOCN8DS7KVK1,Red,Sports Car,3358,10898,P780135916,2022-05-22,2024-05-21,330.02,Premium,2000,25000,0,1,0,,,,,,,,,
Danielle,Rodriguez,1947-03-23,F,431 Joshua River,Myersville,AR,29322,803,M,AR28672383,Mercedes,GLE,2006,EGZ5G64IH630DX4NT,Gold,SUV,2000,24828,P062482595,2022-05-22,2024-05-21,63.36,Standard,2000,1000000,0,0,1,,,,,,,,,
Cory,Pittman,1988-10-22,M,0412 Danielle Prairie Apt. 179,North Donaldview,WI,24176,523,M,WI57387879,Audi,Q7,2021,0SHAJ4MH7LKY55WRS,White,Luxury,6777,11197,P067985669,2023-05-22,2026-05-21,375.72,Custom,250,100000,0,1,0,,,,,,,,,
Danielle,Bryant,2001-11-08,F,5786 Erin Garden,Tracymouth,MN,23777,698,D,MN02188925,Lexus,ES,2007,U2NCU22KB8OHL1ZUM,Green,SUV,5689,24808,P820517399,2024-05-21,2026-05-21,309.77,Custom,250,50000,1,1,0,C86914757,2025-01-22,2025-02-08,Multi-vehicle collision on highway,"447 Robert Street, New Laurahaven, FL",1827.46,1735.63,Closed,0.0
Crystal,Hill,1996-08-23,F,898 Escobar Shoals,Craigfurt,WV,99106,426,W,WV49885868,BMW,X3,2021,QME0EUIQCFX6HAXKH,White,Sedan,39992,10351,P092566314,2023-05-22,2026-05-21,1151.77,Basic,250,500000,0,1,1,C40431675,2025-05-11,2025-05-16,Hit and run accident,"753 Small Cape, Danielfort, CO",25375.45,,Open,0.0
Renee,Collins,1959-03-20,F,298 Rachel Parks Apt. 929,Sharonside,CT,51467,840,S,CT01804539,Tesla,Roadster,2025,MB5LTBXVERO6WBXL2,Green,Luxury,31288,15880,P779464917,2022-05-22,2025-05-21,1261.53,Standard,1000,50000,1,1,1,C23725557,2022-06-14,2022-06-30,Fire damage,"6106 Petersen Expressway Apt. 881, Johnland, RI",19293.81,16973.34,Closed,1.0
Samantha,Simmons,2005-09-01,F,27652 Amy Light Suite 649,North Lindaville,WV,12250,744,S,WV29749567,Acura,ILX,2010,66WQX1N6PH1RAEMYD,Gray,Wagon,12324,21355,P346206203,2022-05-22,2024-05-21,610.04,Custom,2000,100000,0,0,0,,,,,,,,,
Linda,Hernandez,1988-10-30,F,7474 Hart Orchard Apt. 527,East Sabrina,HI,01048,620,S,HI46267569,Mazda,Mazda3,2015,3X8OUZDZHLFLFIFX9,Brown,Sedan,13129,21489,P667746307,2024-05-21,2026-05-21,472.64,Standard,500,100000,1,1,1,C20226494,2024-06-27,2024-07-11,Rear-end collision at intersection,"14262 Jason Center Suite 821, South Brianburgh, TN",1792.54,,Under Investigation,1.0
Angelica,Garcia,1990-08-03,F,6523 Newman Gateway Suite 043,Lake Peter,DE,85195,577,D,DE09096728,Dodge,Ram 1500,2023,87S34876KE1Q5MS7U,Gold,Wagon,34394,17248,P979416949,2022-05-22,2025-05-21,1238.18,Standard,1000,500000,0,1,0,C91892392,2025-01-16,2025-02-05,Backing accident in parking lot,"865 Mary Fords Suite 319, Lake Kaylamouth, ME",20044.02,,Open,0.0
Debra,Moore,1943-11-04,F,428 Russell Estate Apt. 362,Jenniferhaven,FL,56978,791,M,FL53214449,Mercedes,C-Class,2021,AG281VFUBO3V1L0BZ,Red,Sedan,28356,18788,P821662601,2022-05-22,2024-05-21,1061.65,Premium,1000,50000,0,0,1,,,,,,,,,
Amanda,Mcfarland,1960-10-13,F,261 Martin Garden,Rhodesside,AK,43981,740,M,AK31637204,Lexus,IS,2009,D4GWLF9YXAM97YOFC,Beige,Luxury,4925,7383,P974522208,2023-05-22,2025-05-21,165.48,Basic,1000,500000,1,0,1,,,,,,,,,
Sharon,Bradshaw,2004-09-19,F,2019 Darren Light Suite 122,North Christinaton,NH,59023,815,D,NH15946623,Honda,Fit,2014,UO7RV87ZMYP2CHAQP,Gold,Coupe,20479,17462,P356756782,2023-05-22,2026-05-21,810.97,Custom,500,100000,1,0,1,,,,,,,,,
Phyllis,Walls,1969-08-17,F,4968 Jon Crest,Thompsonmouth,CA,38956,682,M,CA43849394,Jeep,Gladiator,2022,S9W24XVOFXJX0GOPD,Blue,Van,24326,18154,P508869438,2022-05-22,2025-05-21,948.71,Premium,2000,50000,1,0,0,C90962111,2024-08-01,2024-08-14,Backing accident in parking lot,"740 Carol Circle, Higginsland, NE",15441.01,11352.72,Closed,1.0
Bobby,Murphy,1985-04-10,M,7809 Jimmy Spur Suite 316,Port Cynthiaville,PR,58654,632,M,PR80824630,Hyundai,Sonata,2013,FT9ZZCGL9FWVVSKP3,Yellow,Van,15907,5228,P347299371,2024-05-21,2027-05-21,458.12,Basic,250,1000000,1,0,0,,,,,,,,,
Emily,Jones,1947-10-07,F,84336 Cooper Burg Apt. 632,East Catherine,VI,66804,719,D,VI27347127,Tesla,Model S,2025,1CAJ1BFHL5RMI9391,Green,Truck,45418,20734,P522802349,2023-05-22,2024-05-21,1438.84,Basic,2000,50000,0,0,1,C16233934,2024-03-17,2024-03-23,Multi-vehicle collision on highway,"8349 Johnson Mission Suite 217, East Annville, MS",3066.38,,Under Investigation,0.0
Jeremy,Diaz,1957-01-23,M,08254 Nichols Spurs Suite 740,Yatesbury,FL,01447,464,S,FL47002138,Mercedes,E-Class,2017,J3CT5Q5173C7Q25Y7,Gray,SUV,31123,11497,P246432035,2022-05-22,2023-05-22,1922.65,Premium,250,250000,1,0,1,,,,,,,,,
Brian,Martinez,1987-04-20,M,121 Adam Turnpike,East Brendan,DC,10909,646,S,DC72957075,BMW,X3,2015,XSEHJ0Y2ATGXI9C70,Gold,Luxury,17528,21126,P462757937,2024-05-21,2026-05-21,706.73,Basic,250,25000,0,0,0,,,,,,,,,
